src	keywords
The intrigue is complex and I really enjoy watching everyone's plans unfold (especially Maeve and Dolores). The acting is quite good and I'm invested in the characters emotionally. I also like pondering the high concept sci-fi plots and learning more about the world and how it works with all the technology available in it.	"Complex storyline,Witty/humorous/funny/entertaining,Good acting,Appealing characters/I like the characters,Technological aspects (inclusion of robots, exploring AI, etc.),,"
The acting	"Good acting,,,,,,"
not sure	"Don't know,,,,,,"
its all depends	"Other misc. mentions,,,,,,"
Complex plots and characterization	"Complex storyline,Appealing characters/I like the characters,,,,,"
i am not sure	"Don't know,,,,,,"
I think it’s well written and acted. I love that the storyline isn’t obvious and makes you want to find out more.	"Like the writing/dialog,Good acting,Good storyline/subject matter,Attention grabbing/holds interest/keeps you wanting to watch more,,,"
THE CONCEPT ITSELF IS INTERESTING BUT THE FIRST SEASON WAS REALLY HARD TO FOLLOW WHICH IS WHY IAHVENT OCNTINUED IT. I LOVE COMPLEX SHOWS BUT I ALSO WOULD LIKE OT UNDERSTAND IT TOO	"Like the concept/idea of futuristic amusement park,,,,,,"
Nothing	"None/no answer,,,,,,"
"Its a very unique show, the script is amazing and it delivers a great atmosphere that it amazes the spectators"	"Unique/different,Like the writing/dialog,Good/like the show/everything,,,,"
It has so many interesting characters and good scenery	"Appealing characters/I like the characters,Like the premise/setting/scenery,,,,,"
"The dark and twisty aspects that blur the lines between fantasy and reality, not black and white but several shades of grey."	"Dark/sarcastic,Suspense/Mystery/thrillers,Other realistic/association with real life mentions,,,,"
I love the futuristic content. It is so well thought out	"Futuristic,Other show characteristic mentions,,,,,"
"I'm connected to the characters and the mysteries now, and I want to see how everything turns out."	"Appealing characters/I like the characters,Suspense/Mystery/thrillers,Attention grabbing/holds interest/keeps you wanting to watch more,,,,"
it is too interesting each episode more intrigues and nerves occur. I love	"Interesting/engaging,Attention grabbing/holds interest/keeps you wanting to watch more,Good/like the show/everything,,,,"
I’ve only watched 1 episode so I don’t feel like I’m really being fair by answering this	"Have not watched enough to comment/not familiar with the show,,,,,,"
it is a unique show	"Unique/different,,,,,,"
The amazing storylines and the amazing acting is what really draws me in and it is what makes it a good show to watch	"Good storyline/subject matter,Good acting,Good/like the show/everything,,,,"
The writing on the show is some of the best writing on any show on television at the moment. I love the high production and the attention to detail. The acting on the show is also really good.	"Like the writing/dialog,High quality show/high production values,Good acting,,,,"
It’s a very unique show I don’t know anything else like it	"Unique/different,,,,,,"
Different than usual sci fi shows and makes an interesting concept to explore and feel different world experience	"Unique/different,Suspense/Mystery/thrillers,Interesting/engaging,Like the concept/idea of futuristic amusement park,,,"
Because it's interesting and thrilling	"Interesting/engaging,Suspense/Mystery/thrillers,,,,,"
the sci fi action and the action and twists and turns	"Science fiction/fantasy,Good acting,Suspense/Mystery/thrillers,,,,"
The acting is amazing.	"Good acting,,,,,,"
The intriguing plot and that it makes you think a lot	"Good storyline/subject matter,Thought provoking,,,,,"
A few people in my family were talking about it.	"Heard good review/recommendations by family/friends,Can watch with family/family likes the show,,,,,"
"Initially, I enjoyed the various story lines, particularly Bernard's story and Mae's - but, with time, it's become a bit convoluted. Too much back and forth going on between time periods."	"Multiple story lines,Other characters mentions,,,,,"
The acting is fantastic and the storyline has really interesting nuances	"Good acting,Good storyline/subject matter,,,,,"
I enjoy how it explores AI	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
The attention to detail and the fact they come back on little things you caught and didnt think they were as big as they turned out to be	"All negative mentions,,,,,,"
futuristic aspects	"Futuristic,,,,,,"
It makes is very good about it.	"Good/like the show/everything,,,,,,"
i don't particularly like the show	"All negative mentions,,,,,,"
I like the various settings and new story lines	"Like the premise/setting/scenery,Unique/different,Good storyline/subject matter,,,,"
I don't know	"Don't know,,,,,,"
It's an interesting commentary about technology and its future consequences	"Interesting/engaging,Technological aspects (inclusion of robots, exploring AI, etc.),Futuristic,,,,"
The original cast and the tie between Westworld hosts and real world people vacationing at Westworld. The show is incredibly well thought out which makes it great	"Good cast/actors,Technology involvement/overpowering human life,Other storyline/Plot mentions,,,,"
the plotline	"Good storyline/subject matter,,,,,,"
This show is very graphic and detailed. It has an amazing storyline and a great line up of cast/characters.	"Good visuals/graphics/special effects,Informative/detailed,Good storyline/subject matter,Good cast/actors,Appealing characters/I like the characters,,"
"Curiosity, but only in occasion."	"Interesting/engaging,,,,,,"
Robots philosophers	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
"I love the drama, is about the dawn of artificial intelligence and the birth of a new form on life on earth"	"Like the drama,Technological aspects (inclusion of robots, exploring AI, etc.),,,,,"
the futuristic elements of the show	"Futuristic,,,,,,"
action	"Like the action/adventurous,,,,,,"
futuristic	"Futuristic,,,,,,"
everything it's like me	"Good/like the show/everything,,,,,,"
"I like shows with complex characters and great twists and turns. This show is unique because of the androids, the park, and the creators."	"Like the character complexity,Suspense/Mystery/thrillers,Unique/different,Other misc. mentions,Other acting mentions,,"
The writing is really good and the show overall has a lot of suspense and action	"Like the writing/dialog,Suspense/Mystery/thrillers,Like the action/adventurous,,,,"
I like all of it.	"Good/like the show/everything,,,,,,"
It's an idea that is not seen before on tv	"Like the concept/idea of futuristic amusement park,,,,,,"
The futuristic and sci-fi aspect of this show make it a show worth viewing and cause my interest to peak.	"Futuristic,Science fiction/fantasy,Attention grabbing/holds interest/keeps you wanting to watch more,,,,"
the fantasies that people go thru keeps the show interesting.	"Science fiction/fantasy,Interesting/engaging,,,,,"
good acting	"Good acting,,,,,,"
I liked the first season...got lost the second season ...havent returned yet	"All negative mentions,,,,,,"
It’s absolutely my favorite show and I like it makes my day happy.	"Good/like the show/everything,,,,,,"
Intense	"Intense/serious,,,,,,"
Love the sci-fi element. I am a big fan. Great cast. Wonderful writing	"Science fiction/fantasy,Good cast/actors,Like the writing/dialog,,,,"
"I totally lost interest in the show a long time ago so there is nothing that will make me want to watch it. The acting and the costumes were fine, as was the visual aspect."	"Good acting,Other High quality production values Mentions,Good visuals/graphics/special effects,,,,"
